belongs_to_collection,budget,genres,id,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,release_year,return,name_collection
{'name':'sin datos' },0,Drama,116844,en,"At the beginning of a nightly Alcoholics Anonymous meeting, Jim seems particularly troubled. His sponsor encourages him to talk that night, the first time in seven months, so he does - and leaves the meeting right after. As Jim wanders the night, searching for some solace in his old stomping grounds, bars and parks where he bought drugs, the meeting goes on, and we hear the stories of survivors and addicts - some, like Louis, who claim to have wandered in looking for choir practice, who don't call themselves alcoholic, and others, like Joseph, whose drinking almost caused the death of his child - as they talk about their lives at the meeting",0.587824,"Northern Lights Entertainment, BMG Independents, Kardana Films",United States of America,1997-03-14,0.0,90.0,English,Released,All they want is another shot...,Drunks,0.0,0.0,1997,0.0,sin datos
{'name':'sin datos' },36000000,Drama,1630,en,"Larry Flynt is the hedonistically obnoxious, but indomitable, publisher of Hustler magazine. The film recounts his struggle to make an honest living publishing his girlie magazine and how it changes into a battle to protect the freedom of speech for all people.",9.178371,Sony Pictures,United States of America,1996-10-12,20300385.0,129.0,English,Released,"You may not like what he does, but are you prepared to give up his right to do it?",The People vs. Larry Flynt,6.8,257.0,1996,0.0,sin datos
{'name':'sin datos' },0,Comedy,26626,en,"It's punk rock meets Animal House in this campus comedy that stars Ben Affleck as Jack, a soon-to-be graduate who finds he's having a difficult time letting go of the college life -- and decides maybe he doesn't have to. Also questioning whether there's life after college are Jack's roommates: Rob, who fears domestication; comic-strip artist Mickey, who's shy around girls; intellectual party animal Slosh; and perpetual student Dennis.",10.738755,"Woodward Productions, Weiny Bro Prods.",United States of America,1995-10-01,0.0,100.0,English,Released,True or False.,Glory Daze,5.8,15.0,1995,0.0,sin datos
{'name':'sin datos' },0,Documentary,124837,en,"The filmmakers follow Oliver North's unsuccessful 1994 bid for a Virginia Senate seat, focusing on North's campaign strategist, Mark Goodin, and a Washington Post reporter. Mudslinging ensues.",0.112669,sin datos,sin datos,1996-06-19,0.0,105.0,sin datos,Released,"In the Voting Booth, No One Can Hear You Scream",A Perfect Candidate,5.3,2.0,1996,8.3666694,sin datos
{'name':'sin datos' },0,Drama,11816,en,"The loons are back again on Golden Pond and so are Norman Thayer, a retired professor, and Ethel who have had a summer cottage there since early in their marriage. This summer their daughter Chelsea -- whom they haven't seen for years -- feels she must be there for Norman's birthday. She and her fiance are on their way to Europe the next day but will be back in a couple of weeks to pick up the fiance's son. When she returns Chelsea is married and her stepson has the relationship with her father that she always wanted. Will father and daughter be able to communicate at last?",12.252186,Universal Pictures,United States of America,1981-12-04,19255967.0,109.0,English,Released,when life is at its finest...when love is at its fullest...,On Golden Pond,7.3,101.0,1981,2.0445394814378313,sin datos
"{'id': 937, 'name': 'The Pink Panther (Original) Collection', 'poster_path': '/xu6gZ0zGUSR8SC2QLKFaUrX2niM.jpg', 'backdrop_path': '/6KE7AguGR3UqwUn5RkzkoBc3MLy.jpg'}",5000000,"Mystery, Comedy, Crime",11843,en,The famous Pink Panther jewel has once again been stolen and Inspector Clouseau is called in to catch the thief. The Inspector is convinced that 'The Phantom' has returned and utilises all of his resources – himself and his Asian manservant – to reveal the identity of 'The Phantom'.,6.501177,"United Artists, Jewel Productions, Pimlico Films, Incorporated Television Company (ITC)",United Kingdom,1975-05-21,41833347.0,113.0,English,Released,sin datos,The Return of the Pink Panther,6.7,138.0,1975,1.2857156857142857,The Pink Panther (Original) Collection
{'name':'sin datos' },6788000,"Comedy, Fantasy, Family",10379,en,"When Elizabeth returns to her mother's home after her marriage breaks up, she recreates her imaginary childhood friend, Fred, to escape from the trauma of losing her husband and her job. In between the chaos and mayhem that Fred creates, Elizabeth attempts to win back her husband and return to normality.",7.88101,PolyGram Filmed Entertainment,"United Kingdom, United States of America",1991-04-19,13878334.0,103.0,English,Released,Dishes. Relationships. Wind. This guy breaks everything.,Drop Dead Fred,5.9,107.0,1991,21.378361,sin datos
{'name':'sin datos' },70000000,"Adventure, Action, Thriller, Science Fiction",2756,en,"A civilian oil rig crew is recruited to conduct a search and rescue effort when a nuclear submarine mysteriously sinks. One diver soon finds himself on a spectacular odyssey 25,000 feet below the ocean's surface where he confronts a mysterious force that has the power to change the world or destroy it.",9.809585,"Twentieth Century Fox Film Corporation, Lightstorm Entertainment, Pacific Western",United States of America,1989-08-09,90000098.0,139.0,English,Released,"There's everything you've ever known about adventure, and then there's The Abyss.",The Abyss,7.1,822.0,1989,8.374116666666668,sin datos
{'name':'sin datos' },1000000,Horror,790,en,"Strange things begin to occurs as a tiny California coastal town prepares to commemorate its centenary. Inanimate objects spring eerily to life; Rev. Malone stumbles upon a dark secret about the town's founding; radio announcer Stevie witnesses a mystical fire; and hitchhiker Elizabeth discovers the mutilated corpse of a fisherman. Then a mysterious iridescent fog descends upon the village, and more people start to die.",9.194572,"AVCO Embassy Pictures, EDI, Debra Hill Productions",United States of America,1980-02-08,21378361.0,89.0,English,Released,Lock your doors. Bolt your windows. There's something in THE FOG!,The Fog,6.4,318.0,1980,17.985893,sin datos
"{'id': 115838, 'name': 'Escape From ... Collection', 'poster_path': '/8Zih8QGPJNXUuws0fIZmjxjs2Su.jpg', 'backdrop_path': '/c9mWaF2oeodriDLqYQr425sasxo.jpg'}",6000000,"Science Fiction, Action",1103,en,"In 1997, the island of Manhattan has been walled off and turned into a giant maximum security prison within which the country's worst criminals are left to form their own anarchic society. However, when the President of the United States crash lands on the island, the authorities turn to a former soldier and current convict, Snake Plissken, to rescue him.",10.124544,"AVCO Embassy Pictures, Goldcrest Films International, International Film Investors, City Film",United States of America,1981-05-22,50244700.0,99.0,English,Released,1997. New York City is now a maximum security prison. Breaking out is impossible. Breaking in is insane.,Escape from New York,6.9,720.0,1981,0.0,Escape From ... Collection
"{'id': 174218, 'name': 'The Howling Collection', 'poster_path': '/ci6CZhFFLm0r3fDomXlRAmCEesr.jpg', 'backdrop_path': '/a0UuiTYxqMmj5Ll26rORaFoTKBc.jpg'}",1000000,"Drama, Horror",11298,en,"After a bizarre and near fatal encounter with a serial killer, a newswoman is sent to a rehabilitation center whose inhabitants may not be what they seem.",6.715512,"AVCO Embassy Pictures, International Film Investors, Wescom Productions",United States of America,1981-04-03,17985893.0,91.0,English,Released,Imagine your worst fear a reality,The Howling,6.4,165.0,1981,0.0,The Howling Collection
"{'id': 39460, 'name': 'The Water of the Hills Collection', 'poster_path': '/zEpjz1iP9zPzsceOfoXDfY6VlWU.jpg', 'backdrop_path': None}",4940939,Drama,4480,fr,"In a rural French village, an old man and his only remaining relative cast their covetous eyes on an adjoining vacant property. They need its spring water for growing their flowers, and are dismayed to hear that the man who has inherited it is moving in. They block up the spring and watch as their new neighbour tries to keep his crops watered from wells far afield through the hot summer. Though they see his desperate efforts are breaking his health and his wife and daughter's hearts, they think only of getting the water.",4.883274,"Renn Productions, Films A2, DD Productions, AMLF, Télévision Suisse-Romande (TSR), RAI Radiotelevisione Italiana",France,1986-08-27,0.0,120.0,"Italiano, Français",Released,sin datos,Jean de Florette,7.6,113.0,1986,0.0,The Water of the Hills Collection
"{'id': 39460, 'name': 'The Water of the Hills Collection', 'poster_path': '/zEpjz1iP9zPzsceOfoXDfY6VlWU.jpg', 'backdrop_path': None}",0,Drama,4481,fr,"In this, the sequel to Jean de Florette, Manon (Beart) has grown into a beautiful young shepherdess living in the idyllic Provencal countryside. She plots vengeance on the men whose greedy conspiracy to acquire her father's land caused his death years earlier.",5.939394,"Renn Productions, Films A2, DD Productions, AMLF, RAI Radiotelevisione Italiana",France,1986-11-19,0.0,120.0,Français,Released,sin datos,Manon of the Spring,7.8,103.0,1986,0.0,The Water of the Hills Collection
{'name':'sin datos' },0,Drama,49688,es,"Based on real events, 17-year-old Johnny García becomes involved with four older thugs who are planning to rob a money-laundering business masquerading as a video store. As they try to escape, a swarm of exploitative media attention awaits.",0.149107,"Vision Comunicaciones, Catalina Cinema, Arauco Films","Chile, Mexico",1993-01-01,0.0,90.0,Español,Released,sin datos,Johnny 100 Pesos,6.3,3.0,1993,12.57237,sin datos
{'name':'sin datos' },0,Comedy,10765,en,A sheltered young high society woman joins the army on a whim and finds herself in a more difficult situation than she ever expected.,11.431866,Warner Bros.,United States of America,1980-10-06,0.0,109.0,English,Released,sin datos,Private Benjamin,6.0,103.0,1980,0.0,sin datos
{'name':'sin datos' },400000,"Adventure, Comedy, Fantasy",762,en,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".",10.43389,"Python (Monty) Pictures Limited, Michael White Productions, National Film Trustee Company, Twickenham Film Studios",United Kingdom,1975-03-13,5028948.0,91.0,"Français, Latin, English",Released,And now! At Last! Another film completely different from some of the other films which aren't quite the same as this one is.,Monty Python and the Holy Grail,7.8,1742.0,1975,0.0,sin datos
{'name':'sin datos' },0,"Romance, Drama",44497,en,"Reminiscent of Sunset Boulevard, Hustler White transposes the action from the silver screen's old movie backlots to contemporary male prostitution and the porn industry. Said to be an homage to classic Hollywood cinema.",1.068288,"Jürgen Brüning Filmproduktion, Dangerous to Know Swell Co., Hustler White Productions","Canada, Germany",1996-07-19,127251.0,79.0,English,Released,See it with someone you've paid for.,Hustler White,6.8,12.0,1996,0.0,sin datos
{'name':'sin datos' },0,sin datos,85588,en,"Interviews in the Michael Moore/""Roger and Me"" tradition examine life in small-town America, class conflicts and the collapse of an upstate New York community, Dadetown, when the town's once-prosperous factory, reduced to the manufacture of paper clips and staples, finally closes. Facing massive unemployment, the blue-collar Dadetown residents next find yuppies moving into town to staff the local division of a big computer outfit.",0.037353,sin datos,sin datos,1995-09-02,0.0,93.0,sin datos,Released,sin datos,Dadetown,8.0,1.0,1995,0.0,sin datos
{'name':'sin datos' },0,Drama,278621,en,Old college chums get together for a weekend reunion that is bound to open old wounds and perhaps heal them. New romances find a spark while old ones rekindle.,0.104276,Big Sister Production,United States of America,1996-09-13,0.0,110.0,English,Released,sin datos,Everything Relative,4.0,1.0,1996,0.0,sin datos
{'name':'sin datos' },0,Drama,99479,en,"""Entertaining Angels"" is an interesting title for this movie about the 1920's and 30's social activist, Dorothy Day, for it can be regarded that what this woman did, sometimes single-handedly, always controversially, in her fight against social injustice would, indeed, be wonderful entertainment for angels... or it could mean that her work was for the benefit of the 'angels' at the bottom of the social ladder for whom she fought daily against those who would hold them down... this included her work as a suffregette. However it is meant, this film captures much of the real-life drama that took place on big city streets, and of the very personal trials which eventually led her to convert to roman Catholicism, and a dedication to helping the poor.",0.051135,sin datos,sin datos,1996-09-27,0.0,112.0,sin datos,Released,sin datos,Entertaining Angels - The Dorothy Day Story,5.0,1.0,1996,0.0,sin datos
{'name':'sin datos' },500000,"Comedy, Crime",55049,en,"Raoul Ruiz’s enthralling thriller is made up of four intertwining stories of bizarre occurrences in Paris featuring a man who was stolen away by fairies, a professor who becomes a tramp, the lovers who inherit a chateau – and the last tale that connects all that has gone before.",1.163947,"Canal+, Gemini Films, Madragoa Filmes, La Sept Cinéma, Centre National de la Cinématographie (CNC)","Portugal, France",1996-05-15,0.0,123.0,Français,Released,sin datos,Three Lives and Only One Death,8.0,5.0,1996,0.0,sin datos
{'name':'sin datos' },0,Documentary,124829,en,"The childhood, adolescence, and incredible adult years of Al Hirschfeld, celebrated creator of thousands of line drawings of famous people - many in the entertainment industry - over a span of more than sixty years. He is still drawing in his nineties. His interesting domestic life, political, and cultural views are highlights. In addition, he talks about himself a bit - seriously and lightly.(At one point he he claims that his only form of exercise has been to live in his Manhattan townhouse: stairs). He drives his car around Manhattan - an adventure in itself. Brief interviews with, and reminiscences of many friends and associates.",0.001663,sin datos,sin datos,1996-09-27,0.0,86.0,sin datos,Released,sin datos,The Line King: The Al Hirschfeld Story,0.0,0.0,1996,0.0,sin datos
{'name':'sin datos' },0,Documentary,79306,de,"Spectacular shots of snowcapped peaks and extreme skiers gracefully defying gravity, not to mention common sense, are the highlights of this entertaining video from the venerable guru of skiing movies, Warren Miller. Sparing no expense, Miller's film crews span the globe, shooting snowboarders careening down absurdly steep Alaskan peaks, ski guides helicoptering to remote slopes in British Columbia, and hardy (and uninhibited) Scotsmen who boldly catch some ""big air"" in kilts. This video is fraught with offbeat humor, including shots of a snowshoe race that could have been filmed by Mack Sennett, and footage of ""face jumping,"" the oddball diversion of hurling oneself off Alpine glaciers and parachuting to earth. Miller's gentle narration, replete with trademark corny remarks reminiscent of old movie newsreels, mixes with a musical soundtrack of contemporary rock that is often uncannily synched with the astounding footage of extreme skiing.",0.001223,Warren Miller Entertainment,sin datos,1996-10-17,2035470.0,96.0,English,Released,Man Wasn't Meant To Fly... Until Now!,Snowriders,0.0,0.0,1996,0.0,sin datos
{'name':'sin datos' },0,sin datos,356054,en,"This film, based on a Jim Carroll short story, recounts the tale of Curtis and his encounter with voodoo. Curtis is a drug addict who has become paranoid, thinking that his wife's mother has cast evil spells on him. He meets his friend Jim and asks him for help in counteracting her black magic. Jim tries to reason with his friend, but when that fails, he decides to play along and make him a talisman. Drawing a snake on a scrap of paper and mumbling an incantation, Jim gives him this charm. This immediately solves Curtis's problems...or does it?",0.001648,sin datos,sin datos,1995-09-18,0.0,74.0,sin datos,Released,sin datos,Curtis's Charm,0.0,0.0,1995,0.0,sin datos
{'name':'sin datos' },0,Documentary,10548,en,"It's 1974. Muhammad Ali is 32 and thought by many to be past his prime. George Foreman is ten years younger and the heavyweight champion of the world. Promoter Don King wants to make a name for himself and offers both fighters five million dollars apiece to fight one another, and when they accept, King has only to come up with the money. He finds a willing backer in Mobutu Sese Suko, the dictator of Zaire, and the ""Rumble in the Jungle"" is set, including a musical festival featuring some of America's top black performers, like James Brown and B.B. King.",3.60795,"PolyGram Filmed Entertainment, David Sonenberg Production, Das Films",United States of America,1996-10-25,2666118.0,89.0,English,Released,The untold story of the Rumble in the Jungle.,When We Were Kings,7.3,54.0,1996,0.0,sin datos
"{'id': 529, 'name': 'Wallace & Gromit Collection', 'poster_path': '/993pCCMO9g9RQUtNDxQgE1B330H.jpg', 'backdrop_path': '/huyrvVKEKa9czUY89fnvaAVAtkX.jpg'}",0,"Animation, Comedy, Family",531,en,"Gromit finds himself being pushed out of his room and home by a new lodger who is actually a ruthless criminal (and a small penguin). The penguin is planning a robbery and needs to use Wallace and his mechanical remote controlled trousers to pull off the raid. However, Gromit is wise to the penguin and comes to the rescue.",7.771233,Aardman Animations,United Kingdom,1993-12-17,0.0,30.0,English,Released,Winner of the 1993 Academy Award for Best Animated Short.,The Wrong Trousers,7.6,266.0,1993,0.0,Wallace & Gromit Collection
{'name':'sin datos' },0,Documentary,104931,fr,"Director Jean-Luc Godard reflects in this movie about his place in film history, the interaction of film industry and film as art, as well as the act of creating art.",0.441965,"Gaumont, Peripheria",France,1995-03-08,0.0,62.0,"Pусский, Français, Deutsch, English, Italiano",Released,sin datos,JLG/JLG: Self-Portrait in December,7.7,3.0,1995,0.0,sin datos
{'name':'sin datos' },0,"Mystery, Crime, Drama, History, Romance",4483,fr,"During the medieval times, Martin Guerre returns to his hometown in the middle of France, after being away in the war since he was a child. Nobody recognise him, and the people who knew him suspect he is not Martin, but he knows all about his family and friends, even the most unusual things. Is this man really Martin Guerre?",1.233692,"Dussault, Société Française de Production (SFP), France 3 (FR3)",France,1982-05-12,0.0,122.0,Français,Released,sin datos,The Return of Martin Guerre,6.7,22.0,1982,0.0,sin datos
{'name':'sin datos' },0,"Animation, Drama, Fantasy",18919,cs,"A very free adaptation of Marlowe's 'Doctor Faustus', Goethe's 'Faust' and various other treatments of the old legend of the man who sold his soul to the devil. Svankmajer's Faust is a nondescript man who, after being lured by a strange map into a sinister puppet theatre, finds himself immersed in an indescribably weird version of the play, blending live actors, clay animation and giant puppets.",1.892008,"Pandora Cinema, British Broadcasting Corporation (BBC), Athanor, Lumen Films, Centre National de la Cinématographie (CNC), Heart of Europe Prague K Productions, Kominsk","Czech Republic, France, United Kingdom",1994-09-10,0.0,97.0,"Český, Latin",Released,sin datos,Faust,7.4,22.0,1994,0.0,sin datos
{'name':'sin datos' },0,"Drama, Thriller",31556,en,"This film-noir piece, told in semi-documentary style, follows police on the hunt for a resourceful criminal who shoots and kills a cop.",2.3353,Bryan Foy Productions,United States of America,1948-11-24,0.0,79.0,English,Released,Savage TRUTH! Stronger than Fiction!,He Walked by Night,6.4,17.0,1948,0.0,sin datos
{'name':'sin datos' },0,Crime,26167,en,"In this film noir classic, a revenge-seeking gangster (Dennis O'Keefe) is sent to prison after being framed for a crime he didn't commit. After seducing a beautiful young woman, he uses her to help him carry out his plot for vengeance, leading him to the crazy pyromaniac (Raymond Burr) who set him up.",10.091381,"Eagle-Lion Films, Edward Small Productions",United States of America,1948-05-26,0.0,79.0,English,Released,Bullets!  Women! -- Can't Hold a Man Like That!,Raw Deal,7.2,19.0,1948,0.0,sin datos
{'name':'sin datos' },0,"Thriller, Crime",26174,en,"Two U.S. Treasury (""T-men"") agents go undercover in Detroit, and then Los Angeles, in an attempt to break a U.S. currency counterfeiting ring.",4.237738,Edward Small Productions,United States of America,1947-12-15,0.0,92.0,"English, Italiano",Released,Terrific... and true!,T-Men,6.4,15.0,1947,0.0,sin datos
{'name':'sin datos' },0,Drama,61461,it,"The film follows a four-year old boy named Prico as he becomes the subject of emotional folly by his fluctuant parents and inattentive relatives.  In his first collaboration with renowned screenwriter and longtime partner Cesare Zavattini, Vittorio De Sica examines the cataclysmic consequences of adult folly on an innocent child. Heralding the pair’s subsequent work on some of the masterpieces of Italian neorealism, The Children Are Watching Us is a vivid, deeply humane portrait of a family’s disintegration.",0.412633,"Scalera Film S.p.a., Invicta Films",Italy,1944-10-27,0.0,84.0,Italiano,Released,sin datos,The Children Are Watching Us,7.2,11.0,1944,0.0,sin datos
{'name':'sin datos' },0,Drama,117500,en,"A minister falls in love with a blind young woman he sheltered, but so does his son.",0.206154,sin datos,France,1946-09-26,0.0,110.0,Français,Released,sin datos,Pastoral Symphony,4.7,3.0,1946,0.0,sin datos
{'name':'sin datos' },0,sin datos,218713,en,"A scatterbrained heiress opens her home to a succession of unemployed actors and vaudeville performers, then decides to produce her own show, much to the consternation of her father, her sister and her sister's boyfriend, who is actually after the young girl's money.",0.083133,sin datos,sin datos,1935-09-10,0.0,65.0,sin datos,Released,sin datos,Here Comes Cookie,8.0,1.0,1935,0.0,sin datos
{'name':'sin datos' },0,sin datos,217802,en,A young girl runs away from her carnival family to make it in New York and becomes involved with a young songwriter.,0.003387,sin datos,sin datos,1935-04-20,0.0,75.0,sin datos,Released,sin datos,Love In Bloom,0.0,0.0,1935,0.0,sin datos
{'name':'sin datos' },0,Comedy,127973,en,"The Whinneys share expenses for their trip to Hollywood with George and Gracie and their great Dane. A clerk in Whinney's bank has put fifty thousand dollars in a suitcase, hoping to rob Whinney on the road, but instead Whinney takes another road and is himself arrested in Nevada.",0.52878,Paramount Pictures,United States of America,1934-02-09,0.0,62.0,English,Released,sin datos,Six of a Kind,3.5,2.0,1934,0.0,sin datos
{'name':'sin datos' },0,"Drama, History, War",659,de,"Oskar Matzerath, son of a local dealer, is a most unusual boy. Equipped with full intellect right from his birth he decides at his third birthday not to grow up as he sees the crazy world around him at the eve of World War II. So he refuses the society and his tin drum symbolizes his protest against the middle-class mentality of his family and neighborhood, which stand for all passive people in Nazi Germany at that time. However, (almost) nobody listens to him, so the catastrophe goes on...",5.614456,"Jadran Film, Artemis Film, Franz Seitz Filmproduktion, Bioskop Film, Argos Films, Film Polski, Hallelujah Films, GGB-14","Germany, Croatia, Poland, France",1979-05-02,0.0,142.0,"Deutsch, עִבְרִית, Italiano, Polski, Pусский",Released,"A savage, sweeping epic of society in chaos.",The Tin Drum,7.0,93.0,1979,0.0,sin datos
{'name':'sin datos' },0,"Drama, Comedy",30892,en,"A member of the House of Lords dies in a shockingly silly way, leaving his estate to his son. Unfortunately, his son is insane: he thinks he is Jesus Christ. The other somewhat-more respectable members of their family plot to steal the estate from him. Murder and mayhem ensues.",2.186663,Keep Films,United Kingdom,1972-09-13,0.0,154.0,"Latin, English, Français, Italiano, Deutsch",Released,sin datos,The Ruling Class,6.8,29.0,1972,0.0,sin datos
{'name':'sin datos' },0,"Drama, Comedy",86369,fr,The film tells the story of two girls who are of totally different character. They know each other since their childhood and were friends until they became teenagers. But growing up and becoming adults they go different ways.,0.400813,UGC PH,"France, Belgium, Netherlands",1994-03-02,0.0,0.0,sin datos,Released,sin datos,Mina Tannenbaum,4.8,3.0,1994,0.0,sin datos
{'name':'sin datos' },0,"Comedy, Drama",8074,fr,The story of a housewife who must work the streets to earn an extra living - and who becomes the starting point for a larger socio-political essay.,7.273791,"Les Films du Carrosse, Argos Films, Anouchka Films, Parc Film",France,1967-03-17,0.0,100.0,Français,Released,sin datos,2 or 3 Things I Know About Her,7.0,33.0,1967,0.0,sin datos
{'name':'sin datos' },0,Drama,124676,en,"This film was inspired by a real event—a young US Marine, recently back from the Gulf War, was found digging a grave for his murdered wife in the middle of the California Mojave.",0.001287,sin datos,sin datos,1996-10-26,0.0,85.0,sin datos,Released,An interior of violence.,The Bloody Child,0.0,0.0,1996,0.15714285714285714,sin datos
{'name':'sin datos' },0,Comedy,38554,en,"When letters written to God start getting results, and replies, people everywhere are amazed. The Post Office however is annoyed.",1.952957,Rysher Entertainment,United States of America,1996-11-01,0.0,112.0,English,Released,Many people write to God. Somebody is answering.,Dear God,5.1,17.0,1996,0.0,sin datos
{'name':'sin datos' },7000000,Horror,49763,en,"One man's struggle to contain the curse he hides within... and his last-ditch attempt to free himself with the love of family. But when it looks as if he is losing his battle, and endangering all he holds most dear, the family dog, Thor, is the last hope for his family's survival... and the end to his Werewolf curse.",2.661026,Morgan Creek Productions,United States of America,1996-11-01,1100000.0,80.0,English,Released,Half man.  Half wolf.  Total terror.,Bad Moon,5.7,33.0,1996,0.0,sin datos
{'name':'sin datos' },0,Documentary,41326,en,"Chronicles the six-month strike at Hormel in Austin, Minnesota, in 1985-86. The local union, P-9 of the Food and Commercial Workers, overwhelmingly rejects a contract offer with a $2/hour wage cut. They strike and hire a New York consultant to manage a national media campaign against Hormel. Despite support from P-9's rank and file, FCWU's international disagrees with the strategy. In addition to union-company tension, there's union-union in-fighting. Hormel holds firm; scabs, replacement workers, brothers on opposite sides, a union coup d'état, and a new contract materialize. The film asks, was it worth it, or was the strike a long-term disaster for organized labor?",0.075885,sin datos,"United Kingdom, United States of America",1990-09-28,269823.0,98.0,English,Released,"The award-winning film of American lives, American courage, and the...",American Dream,6.0,2.0,1990,0.0,sin datos
"{'id': 153948, 'name': 'Best of the Best Collection', 'poster_path': '/lRzylBJXIPsFxiTztxLNYhiZ4GK.jpg', 'backdrop_path': '/orC5lXKZTsitJguQFVxJcEhcTc.jpg'}",0,Action,36555,en,"Tommy Lee (Phillip Rhee) comes to visit his sister and finds that the town is being overrun with members of the Arian brotherhood. These Arian brothers certainly weren't expecting a Taekwondo expert to show up. Tommy and his sister's husband played by Christopher Mcdonald team up to stop the racism. whats better than watching neo-nazis get the crap kicked out of them? when the person kicking the crap out of them is dressed like homie the killer clown, complete with big red shoes and a foam nose. and thats just ONE of the MANY many many many many many cinematic jewels contained within this action packed blessing to the silver screen.this is the best worst martial arts film since sonny chiba's street fighter! you don't believe me? see for yourself namby-pants and check out the best of the best 3. now!!!",1.567945,sin datos,United States of America,1995-05-17,0.0,90.0,English,Released,sin datos,Best of the Best 3: No Turning Back,5.8,13.0,1995,0.0,Best of the Best Collection
{'name':'sin datos' },0,"Comedy, Drama",10608,en,"Mock documentary about an upstart candidate for the U.S. Senate written and directed by actor Tim Robbins. Bob Roberts is a folksinger with a difference: He offers tunes that protest welfare chiselers, liberal whining, and the like. As the filmmakers follow his campaign, Robbins gives needle-sharp insight into the way candidates manipulate the media.",3.041772,sin datos,"United Kingdom, United States of America",1992-09-04,0.0,102.0,English,Released,Vote first.  Ask questions later.,Bob Roberts,6.5,44.0,1992,0.0,sin datos
{'name':'sin datos' },0,"Drama, Romance",11216,it,"A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist.",14.177005,Rai Tre Radiotelevisione Italiana,"Italy, France",1988-11-17,11990401.0,124.0,Italiano,Released,"A celebration of youth, friendship, and the everlasting magic of the movies.",Cinema Paradiso,8.2,834.0,1988,0.0,sin datos
{'name':'sin datos' },0,"Crime, Drama",7452,en,"The wife of a barbaric crime boss engages in a secretive romance with a gentle bookseller between meals at her husband's restaurant. Food, colour coding, sex, murder, torture and cannibalism are the exotic fare in this beautifully filmed but brutally uncompromising modern fable which has been interpreted as an allegory for Thatcherism.",5.970136,"Elsevira, Erbograph Co., Vendex","United Kingdom, France",1989-09-10,0.0,125.0,English,Released,Lust...Murder...Dessert. Bon Appetit!,"The Cook, the Thief, His Wife & Her Lover",7.3,137.0,1989,0.44854675,sin datos
{'name':'sin datos' },0,Comedy,64567,fr,"Stressed and overworked, famous French movie star Michel Blanc (Michel Blanc) is beginning to wear down, physically and mentally, from the pressure and demands of fame. Already in a fragile state of mind, strange events start to transpire all around him, and he gradually loses his grip. Taking the advice of a psychiatrist, Blanc retreats to the countryside with his friend, Carole Bouquet (Carole Bouquet), but Blanc still has not managed to escape all of his problems.",0.665616,sin datos,France,1994-05-18,0.0,0.0,"English, Français",Released,sin datos,Dead Tired,5.6,9.0,1994,0.0,sin datos
{'name':'sin datos' },4000000,"Comedy, Science Fiction, Fantasy",892,fr,This bizarre surrealistic black comedy takes place in a small fictitious post-apocalyptic town where food is scarce and butcher Clapet has the macabre business of using human flesh to feed his customers. Yet when his daughter falls in love with his next slaughter victim things turn into chaos.,12.565447,"Hachette Première, Sofinergie Films, Fondation GAN pour le Cinéma, Victoires Productions, Constellation, Union Générale Cinématographique (UGC), Sofinergie 2, Investimage 2",France,1991-04-17,1794187.0,99.0,Français,Released,A futuristic comic feast.,Delicatessen,7.4,320.0,1991,0.0,sin datos
{'name':'sin datos' },0,"Drama, Thriller",1600,fr,"Veronique is a beautiful young French woman who aspires to be a renowned singer; Weronika lives in Poland, has a similar career goal and looks identical to Veronique, though the two are not related. The film follows both women as they contend with the ups and downs of their individual lives, with Veronique embarking on an unusual romance with Alexandre Fabbri, a puppeteer who may be able to help her with her existential issues.",9.661817,"Canal+, Zespól Filmowy ""Tor"", Norsk Film, Sidéral Productions","France, Norway, Poland",1991-05-15,1999955.0,97.0,"Français, Italiano, Polski",Released,"Each of us is matched somewhere in the world, by our exact double - someone who shares our thoughts and dreams",The Double Life of Veronique,7.3,154.0,1991,0.0,sin datos
{'name':'sin datos' },0,"Romance, Drama",26561,en,"Based on Elizabeth Von Arnim's novel, four Englishwomen rent an Italian villa on holiday.",2.400185,"Miramax Films, BBC Films, Greenpoint Films",United Kingdom,1991-11-06,13200170.0,89.0,"English, Italiano",Released,"It's April in Italy, and anything can happen...even love.",Enchanted April,6.9,25.0,1991,0.0,sin datos
{'name':'sin datos' },935000,"Drama, War",975,en,"During World War I, commanding officer General Broulard (Adolphe Menjou) orders his subordinate, General Mireau (George Macready), to attack a German trench position, offering a promotion as an incentive. Though the mission is foolhardy to the point of suicide, Mireau commands his own subordinate, Colonel Dax (Kirk Douglas), to plan the attack. When it ends in disaster, General Mireau demands the court-martial of three random soldiers in order to save face.",8.548518,"United Artists, Bryna Productions",United States of America,1957-09-18,0.0,88.0,"English, Deutsch, Latin",Released,It explodes in the no-man's land no picture ever dared cross before!,Paths of Glory,8.2,565.0,1957,0.0,sin datos
