id,title,tags
64382,The Reluctant Debutante,"jimmy and sheila broadbent (rex harrison and kay kendall), welcome to london jimmy's 17-year-old daughter, jane (sandra dee). jane is from jimmy's first marriage to an american and has come to visit her father and the step-mother she has never met. while visiting sheila has the idea of making jane a debutante, an idea jane resists. difficulties range from jane's apathy to being placed on the marriage block, the determined efforts of sheila's cousin, mabel claremont, (angela lansbury) to win wealthy david fenner (peter myers) for her debutante daughter clarissa (diane clare), and jane's attraction to david parkson (john saxon), an american drummer who plays in the orchestra at the coming-out balls. comedy, romance, rexharrison, kaykendall, sandradee, johnsaxon, angelalansbury, vincenteminnelli"
10907,The Adventures of Robin Hood,"robin hood (errol flynn) fights nobly for justice against the evil sir guy of gisbourne (basil rathbone) while striving to win the hand of the beautiful maid marian (olivia de havilland). action, adventure, romance, errolflynn, oliviadehavilland, basilrathbone, clauderains, patricknowles, michaelcurtiz,williamkeighley"
32093,The Mark of Zorro,"around 1820 the son of a california nobleman comes home from spain to find his native land under a villainous dictatorship. on the one hand he plays the useless fop, while on the other he is the masked avenger zorro. action, adventure, drama, romance, western, tyronepower, lindadarnell, basilrathbone, galesondergaard, eugenepallette, roubenmamoulian"
1939,Laura,"a police detective falls in love with the woman whose murder he's investigating. drama, mystery, genetierney, danaandrews, cliftonwebb, vincentprice, judithanderson, ottopreminger"
22292,The Ghost and Mrs. Muir,"in 1900, strong-willed widow lucy muir goes to live in gull cottage by the british seaside, even though it appears to be haunted. sure enough, that very night she meets the ghost of crusty former owner captain gregg...and refuses to be scared off. indeed, they become friends and allies, after lucy gets used to the idea of a man's ghost haunting her bedroom. but when a charming live man comes courting, lucy and the captain must deal with their feelings for each other. fantasy, romance, mystery, genetierney, rexharrison, georgesanders, ednabest, vanessabrown, josephl.mankiewicz"
3598,Lost Horizon,"british diplomat robert conway and a small group of civilians crash land in the himalayas, and are rescued by the people of the mysterious, eden-like valley of shangri-la. protected by the mountains from the world outside, where the clouds of world war ii are gathering, shangri-la provides a seductive escape for the world-weary conway. adventure, fantasy, drama, mystery, ronaldcolman, janewyatt, edwardeveretthorton, johnhoward, thomasmitchell, frankcapra"
3080,Top Hat,"showman jerry travers is working for producer horace hardwick in london. jerry demonstrates his new dance steps late one night in horace's hotel, much to the annoyance of sleeping dale tremont below. she goes upstairs to complain and the two are immediately attracted to each other. complications arise when dale mistakes jerry for horace. comedy, music, romance, fredastaire, gingerrogers, edwardeveretthorton, helenbroderick, erikrhodes, marksandrich"
198,To Be or Not to Be,"during the nazi occupation of poland, an acting troupe becomes embroiled in a polish soldier's efforts to track down a german spy. comedy, war, carolelombard, jackbenny, robertstack, felixbressart, lionelatwill, ernstlubitsch"
13562,My Man Godfrey,"a zany heiress tries to help a tramp by making him the family butler. comedy, romance, williampowell, carolelombard, alicebrady, gailpatrick, eugenepallette, gregorylacava"
1712,Giant,"sprawling epic covering the life of a texas cattle rancher and his family and associates. action, drama, western, elizabethtaylor, rockhudson, jamesdean, carrollbaker, janewithers, georgestevens"
220,East of Eden,"in the salinas valley, in and around world war i, cal trask feels he must compete against overwhelming odds with his brother aron for the love of their father adam. cal is frustrated at every turn, from his reaction to the war, to how to get ahead in business and in life, to how to relate to estranged mother. drama, jamesdean, julieharris, raymondmassey, richarddavalos, jovanfleet, eliakazan"
3529,The Thin Man,"after a four year absence, one time detective nick charles returns to new york with his new wife nora and their dog, asta. nick re-connects with many of his old cronies, several of whom are eccentric characters, to say the least. he's also approached by dorothy wynant whose inventor father clyde wynant is suspected of murdering her step-mother. her father had left on a planned trip some months before and she has had no contact with him. nick isn't all that keen on resuming his former profession but egged-on by wife nora, who thinks this all very exciting, he agrees to help out. he solves the case, announcing the identity of the killer at a dinner party for all of the suspects. comedy, crime, mystery, williampowell, myrnaloy, maureeno'sullivan, natpendleton, minnagombell, w.s.vandyke"
3085,His Girl Friday,"hildy, the journalist former wife of newspaper editor walter burns, visits his office to inform him that she's engaged and will be getting remarried the next day. walter can't let that happen and frames the fiancé, bruce baldwin, for one thing after another, to keep him temporarily held in prison, while trying to steer hildy into returning to her old job as his employee. comedy, drama, carygrant, rosalindrussell, ralphbellamy, genelockhart, almakruger, howardhawks"
2897,Around the World in Eighty Days,"based on the famous book by jules verne the movie follows phileas fogg on his journey around the world. which has to be completed within 80 days, a very short period for those days. adventure, comedy, family, fantasy, romance, davidniven, cantinflas, finlaycurrie, robertmorley, charlesboyer, michaelanderson"
1585,It's a Wonderful Life,"george bailey has spent his entire life giving of himself to the people of bedford falls. he has always longed to travel but never had the opportunity in order to prevent rich skinflint mr. potter from taking over the entire town. all that prevents him from doing so is george's modest building and loan company, which was founded by his generous father. but on christmas eve, george's uncle billy loses the business's $8,000 while intending to deposit it in the bank. potter finds the misplaced money, hides it from billy, and george's troubles begin. drama, family, fantasy, jamesstewart, donnareed, lionelbarrymore, thomasmitchell, henrytravers, frankcapra"
3083,Mr. Smith Goes to Washington,"naive and idealistic jefferson smith, leader of the boy rangers, is appointed on a lark by the spineless governor of his state. he is reunited with the state's senior senator--presidential hopeful and childhood hero, senator joseph paine. in washington, however, smith discovers many of the shortcomings of the political process as his earnest goal of a national boys' camp leads to a conflict with the state political boss, jim taylor. taylor first tries to corrupt smith and then later attempts to destroy smith through a scandal. comedy, drama, jamesstewart, jeanarthur, clauderains, edwardarnold, guykibbee, frankcapra"
900,Bringing Up Baby,"david huxley is waiting to get a bone he needs for his museum collection. through a series of strange circumstances, he meets susan vance, and the duo have a series of misadventures which include a leopard called baby. comedy, romance, katharinehepburn, carygrant, charlesruggles, waltercatlett, barryfitzgerald, howardhawks"
43795,Penny Serenade,"a light-hearted romantic drama starring cary grant &amp; irene dunne as a couple who meet, fall in love, quarrel and reunite. while listening to a recording of ""penny serenade"", julie gardiner adams (irene dunne) begins reflecting on her past. she recalls her impulsive marriage to newspaper reporter roger adams (carey grant), which begins on a deliriously happy note but turns out to be fraught with tragedy. other songs remind her of their courtship, their marriage, their desire for a child, and the joys and sorrows they have shared. a flood of memories come back to her as she ponders on their present problems and how they arose. drama, romance, irenedunne, carygrant, beulahbondi, edgarbuchanan, anndoran, georgestevens"
85638,The Scarlet Letter,"in puritan boston, seamstress hester prynne is punished for playing on the sabbath day; but kindly minister arthur dimmesdale takes pity on her. the two fall in love, but their relationship cannot be: hester is already married to roger prynne, a physician who has been missing seven years. dimmesdale has to go away to england; when he returns, he finds hester pregnant with their child, and the focus of the town's censure. in a humiliating public ceremony, she is forced to don the scarlet letter a - for adultery - and wear it the rest of her life. drama, lilliangish, larshanson, henryb.walthall, karldane, williamh.tooker, victorsjöström"
50001,Lady of Burlesque,"after one member of their group is murdered, the performers at a burlesque house must work together to find out who the killer is before they strike again. comedy, thriller, mystery, romance, barbarastanwyck, michaelo'shea, irisadrian, charlesdingle, j.edwardbromberg, williama.wellman"
43905,Of Human Bondage,"club-footed medical school student philip carey falls in love with cynical waitress mildred rogers. she rejects him and runs off with a salesman, later returning pregnant and unmarried. philip takes her in, though a ""happily ever after"" ending is not to be. drama, lesliehoward, bettedavis, francesdee, kayjohnson, reginalddenny, johncromwell"
22688,Angel on My Shoulder,"gangster eddie kagel is killed by a trusted lieutenant and finds himself in harry redmond jr's special effects hell, where nick/the devil sees that he is an-exact double for a judge of whom nick doesn't approve. eddie is agreeable to having his soul transferred to the judge's body, as it will give him a chance to avenge himself on his killer. but every action taken by eddie (as the judge) results in good rather than evil and, to nick's dismay, the reputation and influence of the judge is enhanced, rather than impaired by eddie. and eddie also falls in love with the judge's fiancée, barbara. even eddie's planned revenge fails and nick is forced to concede defeat. he returns to hell, taking eddie with him, after eddie has extracted his promise that nick will not molest the judge or barbara in the future. comedy, fantasy, romance, paulmuni, annebaxter, clauderains, onslowstevens, georgecleveland, archiemayo"
23114,Little Lord Fauntleroy,"an american boy turns out to be the heir of a wealthy british earl. he is sent to live with the irritable and unsentimental aristocrat, his grandfather. drama, family, freddiebartholomew, dolorescostello, c.aubreysmith, guykibbee, henrystephenson, johncromwell"
26378,They Made Me a Criminal,"a boxer flees, believing he has committed a murder while he was drunk. thriller, crime, drama, mystery, johngarfield, the'deadend'kids, clauderains, annsheridan, mayrobson, busbyberkeley"
40206,The Inspector General,"an illiterate stooge in a traveling medicine show wanders into a strange town and is picked up on a vagrancy charge. the town's corrupt officials mistake him for the inspector general whom they think is traveling in disguise. fearing he will discover they've been pocketing tax money, they make several bungled attempts to kill him. comedy, music, romance, dannykaye, walterslezak, barbarabates, elsalanchester, genelockhart, henrykoster"
22356,Angel and the Badman,"notorious shootist and womanizer quirt evans' horse collapses as he passes a quaker family's home. quirt has been wounded, and the kindly family takes him in to nurse him back to health against the advice of others. the handsome evans quickly attracts the affections of their beautiful daughter, penelope. he develops an affection for the family, but his troubled past follows him. romance, western, johnwayne, gailrussell, harrycarey, brucecabot, irenerich, jamesedwardgrant"
260,The 39 Steps,"while on vacation in london, canadian richard hannay becomes embroiled in an international spy ring related to the mysterious ""39 steps."" then he meets agent annabella smith, who is soon killed in his apartment. he must elude the police, who are hunting him for murder, while he tries to stop professor jordan from sending secrets out of the country. hannay is assisted by pamela, an unwilling accomplice who discovers the truth. action, thriller, mystery, robertdonat, madeleinecarroll, luciemannheim, godfreytearle, peggyashcroft, alfredhitchcock"
43488,A Walk in the Sun,"in the 1943 invasion of italy, one american platoon lands, digs in, then makes its way inland to attempt to take a fortified farmhouse, as tension and casualties mount. unusually realistic picture of war as long quiet stretches of talk, punctuated by sharp, random bursts of violent action whose relevance to the big picture is often unknown to the soldiers. war, drama, danaandrews, lloydbridges, richardconte, richardbenedict, georgetyne, lewismilestone"
22613,The Outlaw,"newly appointed sheriff pat garrett is pleased when his old friend doc holliday arrives in lincoln, new mexico on the stage. doc is trailing his stolen horse, and it is discovered in the possession of billy the kid. in a surprising turnaround, billy and doc become friends. this causes the friendship between doc and pat to cool. the odd relationship between doc and billy grows stranger when doc hides billy at his girl, rio's, place after billy is shot. action, adventure, western, janerussell, jackbuetel, thomasmitchell, walterhuston, mimiaguglia, howardhawks,howardhughes"
10331,Night of the Living Dead,"a group of people try to survive an attack of bloodthirsty zombies while trapped in a rural pennsylvania farmhouse. although not the first zombie film, night of the living dead is the progenitor of the contemporary ""zombie apocalypse"" horror film, and it greatly influenced the modern pop-culture zombie archetype. horror, duanejones, juditho'dea, karlhardman, marilyneastman, keithwayne, georgea.romero"
488,The African Queen,"at the start of the first world war, in the middle of africa’s nowhere, a gin soaked riverboat captain is persuaded by a strong-willed missionary to go down river and face-off a german warship. adventure, war, romance, humphreybogart, katharinehepburn, robertmorley, peterbull, theodorebikel, johnhuston"
22733,Beat the Devil,"the script, which was written on a day-to-day basis as the film was being shot, concerns the adventures of a motley crew of swindlers and ne'er-do-wells trying to lay claim to land rich in uranium deposits in kenya as they wait in a small italian port to travel aboard an ill-fated tramp steamer en route to mombasa. action, adventure, comedy, crime, drama, romance, humphreybogart, jenniferjones, ginalollobrigida, robertmorley, peterlorre, johnhuston"
261,Cat on a Hot Tin Roof,"brick, an alcoholic ex-football player, drinks his days away and resists the affections of his wife, maggie. his reunion with his father, big daddy, who is dying of cancer, jogs a host of memories and revelations for both father and son. drama, romance, elizabethtaylor, paulnewman, burlives, judithanderson, jackcarson, richardbrooks"
57575,The Last Time I Saw Paris,"charles returns to paris to reminisce about the life he led in paris after it was liberated. he worked on ""stars and stripes"" when he met marion and helen. he would marry and be happy staying in paris after his discharge and working for a news organization. he would try to write his great novel and that would come between charlie, his wife and his daughter romance, drama, elizabethtaylor, vanjohnson, walterpidgeon, donnareed, evagabor, richardbrooks"
32574,Meet John Doe,"as a parting shot, fired reporter ann mitchell prints a fake letter from unemployed ""john doe,"" who threatens suicide in protest of social ills. the paper is forced to rehire ann and hires john willoughby to impersonate ""doe."" ann and her bosses cynically milk the story for all it's worth, until the made-up ""john doe"" philosophy starts a whole political movement. drama, comedy, romance, barbarastanwyck, garycooper, edwardarnold, walterbrennan, springbyington, frankcapra"
22657,Algiers,"pepe le moko is a notorious thief, who escaped from france. since his escape, moko became a resident and leader of the immense casbah of algiers. french officials arrive insisting on pepe's capture are met with unfazed local detectives, led by inspector slimane, who are biding their time. meanwhile, pepe meets the beautiful gaby , which arouses the jealousy of ines drama, action, mystery, romance, charlesboyer, sigridgurie, hedylamarr, josephcalleia, alanhale, johncromwell"
76464,Something to Sing About,"james cagney has a rare chance to show his song-and-dance-man roots in this low-budget tale of a new york bandleader struggling with a hollywood studio boss. comedy, jamescagney, evelyndaw, williamfrawley, monabarrie, genelockhart, victorschertzinger"
22649,A Farewell to Arms,"british nurse catherine barkley (helen hayes) and american lieutenant frederic henry (gary cooper) fall in love during the first world war in italy. eventually separated by frederic's transfer, tremendous challenges and difficult decisions face each, as the war rages on. academy awards winner for best cinematography and for best sound, recording. nominated for best picture and for best art direction. drama, romance, war, helenhayes, garycooper, adolphemenjou, maryphilips, jacklarue, frankborzage"
176841,Moonlight Murder,"an amateur detective gets a chance to test his sleuthing skills when an opera singer is murdered at the hollywood bowl. music, mystery, chestermorris, madgeevans, leocarrillo, frankmchugh, benitahume, edwinl.marin"
125587,Nothing Personal,"a raw depiction of the belfast 'troubles' as savage tribal warfare. set shortly after the 1975 cease fire, the film focuses on the tribulations of kenny, protestant leader of a group of shankill road loyalists, and his one-time friend liam, a catholic. drama, ianhart, johnlynch, jamesfrain, michaelgambon, garylydon, thaddeuso'sullivan"
39448,"Yes, Madam","asprin (mang hoi) and strepsil (john shum), two petty thieves who inadvertently become involved in a murder case when they steal items belonging to a murdered man. the man had hidden an important microfilm in his passport, which the thieves pass onto a forger friend panadol (tsui hark). inspector ng (michelle yeoh) is assigned to the case, along with inspector morris (cynthia rothrock) from scotland yard! the investigation leads the cops to the bumbling crooks and soon they are on triad leader tin's (james tien) tail, he will stop at nothing to get the incriminating film back and with his hitman and bodyguard (dick wei) at his side, he proves too much for the inspectors to catch using legal means, in frustration they give up their badges and go after tin alone. action, foreign, michelleyeoh, cynthiarothrock, sammohung, richardng, manghoi, coreyyuenkwai"
52855,Dangerous Ground,"vusi madlazi returns to the south african village he left as a young boy to bury his father. he meets up with his brother ernest, who tells him their other brother stephen couldn't be contacted. vusi goes to johannesburg to find him, but at first can only find his neighbor/girlfriend, karin, a stripper. vusi proceeds to learn how conditions have changed since the end of apartheid, not always for the better for black men. drama, icecube, elizabethhurley, vingrhames, thokozaninkosi, ronsmerczak, darrelljamesroodt"
39940,Picnic,"the morning of a small town labor day picnic, a drifter (hal carter) blows into town to visit an old fraternity buddy (alan benson) who also happens to be the son of the richest man in town. hal is an egocentric braggart - all potential and no accomplishment. he meets up with madge owens, the town beauty queen and girlfriend of alan benson. drama, romance, williamholden, kimnovak, bettyfield, susanstrasberg, cliffrobertson, joshualogan"
172868,Madagascar Skin,"this is the story of harry and flint, an unlikely couple. harry is a shy young gay man who can't seem to fit into his local bar scene. flint is a crusty, older, and seemingly straight man with a questionable background. they meet on a gorgeous coastline, and evolve from distrust to deep love. sin datos, bernardhill, johnhannah, chrisnewby"
85328,The Pompatus of Love,"four guys sit around drinking beer and talking, trying to figure out the meaning of ""the pompatus of love"" (from the steve miller song ""joker"") and analyzing their relationships with women. comedy, romance, drama, adrianpasdar, joncryer, timguinee, adamoliensis, miasara, richardschenkman"
124632,Small Wonders,"a dedicated music teacher in east harlem instructs a gaggle of underprivileged children in the art of the violin. in the climax, they play carnegie hall with some of the world's foremost fiddlers. documentary, family, sindatos, allanmiller"
11076,Fly Away Home,"amy is only 13 years old when her mother is killed. she goes to canada to live with her father, an eccentric inventor whom she barely knows. amy is miserable in her new life... until she discovers a nest of goose eggs that were abandoned when a local forest is torn down. the eggs hatch and amy becomes ""mama goose"". when winter comes, amy, and her dad must find a way to lead the birds south... action, adventure, drama, family, jeffdaniels, annapaquin, danadelany, terrykinney, holtergraham, carrollballard"
63945,Bliss,"joseph and maria are married for six months and maria still has never had an orgasm with her husband. they begin to visit mysterious doctor baltazar who teaches them how to reach ecstasy in sex. drama, romance, craigsheffer, sheryllee, terencestamp, caseysiemaszko, spaldinggray, lanceyoung"
58985,Grace of My Heart,"an aspiring singer, denise waverly/edna buxton, sacrifices her own singing career to write hit songs that launch the careers of other singers. the film follows her life from her first break, through the pain of rejection from the recording industry and a bad marriage, to her final triumph in realizing her dream to record her own hit album. drama, comedy, music, illeanadouglas, johnturturro, ericstoltz, mattdillon, bridgetfonda, allisonanders"
890,Brother of Sleep,"schlafes bruder tells the story a few exceptionally talented individuals who grew up in a remote mountain town in the alps. the film, based on an internationally successful novel by robert schneider of the same name, depicts the slow withering of their unique skills. drama, andréeisermann, danavávrová, benbecker, jochennickel, jürgenschornagel, josephvilsmaier"
10861,Maximum Risk,"a policeman takes his twin brother's place and inherits his problems and a beautiful girlfriend. he is forced to kickbox his way from france to the u.s. and back while playing footsie with the fbi and russian mafia. not just muscles with a badge, the policeman must find the answers to some tough questions, none harder than what the heck is an accordian player doing in a sauna. action, adventure, thriller, jean-claudevandamme, natashahenstridge, jean-huguesanglade, zachgrenier, paulben-victor, ringolam"
1770,Michael Collins,"michael collins plays a crucial role in the establishment of the irish free state in the 1920s, but becomes vilified by those hoping to create a completely independent irish republic. drama, thriller, liamneeson, aidanquinn, stephenrea, alanrickman, juliaroberts, neiljordan"
44465,The Rich Man's Wife,"a rich man's wife finds she has a bad prenuptial agreement with an even worse husband. over drinks with a stranger, she fantasizes about doing her husband in to void the prenupt. the stranger decides to turn her imagination into reality much to the wife's surprise. drama, thriller, cliveowen, halleberry, petergreene, frankiefaison, charleshallahan, amyholdenjones"
2033,Infinity,"story of the early life of genius and nobel prize-winning physicist richard feynman. drama, romance, matthewbroderick, patriciaarquette, peterriegert, jeffreyforce, daviddrewgallagher, matthewbroderick"
18203,Big Night,"primo &amp; secondo, two immigrant brothers, pin their hopes on a banquet honoring louis prima to save their struggling restaurant. drama, stanleytucci, tonyshalhoub, marcanthony, minniedriver, isabellarossellini, stanleytucci,campbellscott"
9333,Last Man Standing,"john smith is a mysterious stranger who is drawn into a vicious war between two prohibition-era gangs. in a dangerous game, he switches allegiances from one to another, offering his services to the highest bidder. as the death toll mounts, smith takes the law into his own hands in a deadly race to stay alive. action, crime, drama, thriller, brucewillis, brucedern, williamsanderson, christopherwalken, davidpatrickkelly, walterhill"
47260,Caught,"a middle-aged couple has a drifter enter their lives. the fish-store owners find that the mysterious young man awakens the couple in ways they didn't expect. things get tense when the drifter begins an affair with the woman of the house. action, drama, thriller, edwardjamesolmos, maríaconchitaalonso, arieverveen, bittyschram, stevenschub, robertm.young"
9400,Set It Off,"four black women, all of whom have suffered for lack of money and at the hands of the majority, undertake to rob banks. while initially successful, a policeman who was involved in shooting one of the women's brothers is on their trail. as the women add to the loot, their tastes and interests begin to change and their suspicions of each other increase on the way to a climactic robbery. drama, action, crime, jadapinkettsmith, queenlatifah, vivicaa.fox, kimberlyelise, blairunderwood, f.garygray"
9401,2 Days in the Valley,"in a sleepy bedroom community of la's san fernando valley, the murder of a professional athlete by two hit men sets into motion a chain of events that puts the mundane lives of a dozen residents on a collision course. this clever tale tells the story of two hit men, a mistress, a nurse, a vindictive ex-wife, a wealthy art dealer and his lovelorn assistant, a suicidal writer and his dog, and a bitter cop and his partner. comedy, crime, dannyaiello, gregcruttwell, jeffdaniels, terihatcher, charlizetheron, johnherzfeld"
12241,Curdled,"gabriella, a columbian immigrant, is obsessed with understanding violent crime. the current string of murders by ""the blue blood killer"" of affluent miami socialites provides her with fodder for her scrapbook of death. she lands a job with a post-murder cleaning service and during a blue-blood clean-up job, discovers evidence that police have overlooked. comedy, crime, thriller, bruceramsay, williambaldwin, loischiles, barrycorbin, melgorham, rebbraddock"
25739,L'associé,"no overview found. comedy, michelserrault, claudineauger, catherinealric, judithmagre, renégainville"
161806,Ed's Next Move,"ed lives in wisconsin, but he's just been dumped by his girlfriend. so he moves to new york city for a big change...but will he ever find love again? he loves his new job studying the genetics of different strains of rice. he has a good partnership with his promiscuous roommate ray. and he's made some great friends, characters at the local diner. but then there's natalie (lee for short). she's just what ed thinks he's looking for, and she's available...or is she? sin datos, mattross, catherinecurtin, calliethorne, willarnett, kevincarroll, johnwalsh"
11306,Extreme Measures,"thriller about guy luthan (hugh grant), a british doctor working at a hospital in new york who starts making unwanted enquiries when the body of a man who died in his emergency room disappears. the trail leads luthan to the door of the eminent surgeon dr lawrence myrick (gene hackman), but luthan soon finds himself under in danger from people who want the hospital's secret to remain undiscovered. drama, thriller, hughgrant, genehackman, sarahjessicaparker, davidmorse, billnunn, michaelapted"
9625,The Glimmer Man,"a former government operative renowned for his stealth, jack cole is now a los angeles police detective. when a series of horrible murders occurs in the metro area, cole is assigned to the case, along with tough-talking fellow cop jim campbell. although the two men clash, they gradually become effective partners as they uncover a conspiracy linked to the killings, which also involves terrorism and organized crime. action, adventure, crime, drama, thriller, stevenseagal, keenenivorywayans, bobgunton, briancox, michellejohnson, johngray"
10680,D3: The Mighty Ducks,"the ducks are offered scholarships at eden hall academy but struggle with their new coach's methods and come under pressure from the board to retain their scholarships before their big game against the varsity team. action, comedy, drama, family, emilioestevez, jeffreynordling, davidselby, heidikling, joshuajackson, robertlieberman"
6346,The Chamber,"having survived the hatred and bigotry that was his klansman grandfather's only legacy, young attorney adam hall seeks at the last minute to appeal the old man's death sentence for the murder of two small jewish boys 30 years before. only four weeks before sam cayhall is to be executed, adam meets his grandfather for the first time in the mississippi prison which has held him since the crime. the meeting is predictably tense when the educated, young mr. ""hall"" confronts his venom-spewing elder, mr. ""cayhall,"" about the murders. the next day, headlines run proclaiming adam the grandson who has come to the state to save his grandfather, the infamous ku klux klan bomber. while the old man's life lies in the balance, adam's motivation in fighting this battle becomes clear as the story unfolds. not only does he fight for his grandfather, but perhaps for himself as well. he has come to heal the wounds of his own father's suicide... crime, drama, chriso'donnell, genehackman, fayedunaway, robertprosky, lelarochon, jamesfoley"
18660,The Apple Dumpling Gang,"a roving bachelor gets saddled with three children and a wealth of trouble when the youngsters stumble upon a huge gold nugget. they join forces with two bumbling outlaws to fend off the greedy townspeople and soon find themselves facing a surly gang of sharpshooters. comedy, family, donknotts, timconway, harrymorgan, billbixby, susanclark, normantokar"
35115,"Davy Crockett, King of the Wild Frontier","legends (and myths) from the life of famed american frontiersman davey crockett are depicted in this feature film edited from television episodes. crockett and his friend george russell fight in the creek indian war. then crockett is elected to congress and brings his rough-hewn ways to the house of representatives. finally, crockett and russell journey to texas and the last stand at the alamo. action, adventure, family, western, fessparker, hansconried, buddyebsen, basilruysdael, williambakewell, normanfoster"
14821,Escape to Witch Mountain,"tia and tony are two orphaned youngsters with extraordinary powers. lucas deranian poses as their uncle in order to get the kids into the clutches of deranian's megalomaniacal boss, evil millionaire aristotle bolt, who wants to exploit them. jason, a cynical widower, helps tia and tony escape to witch mountain, while at the same time tia and tony help jason escape the pain of the loss of his wife. adventure, fantasy, science fiction, family, kimrichards, raymilland, donaldpleasence, eddiealbert, ikeeisenmann, johnhough"
14136,The Love Bug,"herbie is a car - but no ordinary car. the story follows the volkswagen beetle with a mind of its own from the showroom to the race track, with various close escapes in between. three further herbie movies were to follow. comedy, family, fantasy, deanjones, michelelee, buddyhackett, joeflynn, bensonfong, robertstevenson"
10869,Herbie Rides Again,"the living volkswagen beetle helps a old lady protect her home from a corrupt developer. romance, comedy, family, fantasy, helenhayes, kenberry, stefaniepowers, johnmcintire, keenanwynn, robertstevenson"
22660,Old Yeller,"young travis coates is left to take care of the family ranch with his mother and younger brother while his father goes off on a cattle drive in the 1860s. when a yellow mongrel comes for an uninvited stay with the family, travis reluctantly adopts the dog. adventure, drama, western, dorothymcguire, fessparker, tommykirk, kevincorcoran, jeffyork, robertstevenson"
19186,The Parent Trap,"hayley mills plays twins who, unknown to their divorced parents, meet at a summer camp. products of single parent households, they switch places (surprise!) so as to meet the parent they never knew, and then contrive to reunite them. comedy, family, hayleymills, maureeno'hara, briankeith, charlesruggles, unamerkel, davidswift"
31102,Pollyanna,"a young girl comes to an embittered town and confronts its attitude with her determination to see the best in life. adventure, hayleymills, janewyman, richardegan, karlmalden, nancyolson, davidswift"
6878,Homeward Bound: The Incredible Journey,"remake of the popular disney classic, this time featuring some well known voices as two dogs and a cat trek across america encountering all sorts of adventures in the quest to be reunited with their owners. adventure, comedy, drama, family, michaelj.fox, sallyfield, donameche, kimgreist, kevinchevalia, duwaynedunham"
15944,The Shaggy Dog,"through an ancient spell, a boy changes into a sheepdog and back again. it seems to happen at inopportune times and the spell can only be broken by an act of bravery.... comedy, family, fredmacmurray, jeanhagen, tommykirk, annettefunicello, timconsidine, charlesbarton"
18444,Swiss Family Robinson,"after being shipwrecked, the robinson family is marooned on an island inhabited only by an impressive array of wildlife. in true pioneer spirit, they quickly make themselves at home but soon face a danger even greater than nature: dastardly pirates. a rousing adventure suitable for the whole family, this disney adaptation of the classic johann wyss novel stars dorothy mcguire and john mills as mother and father robinson. adventure, family, johnmills, dorothymcguire, jamesmacarthur, janetmunro, sessuehayakawa, kenannakin"
20723,That Darn Cat!,"a young woman suspects foul play when her cat comes home wearing a wrist watch. convincing the fbi, though, and catching the bad guys is tougher than she imagined. drama, family, comedy, hayleymills, deanjones, dorothyprovine, roddymcdowall, frankgorshin, robertstevenson"
173,"20,000 Leagues Under the Sea","a ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the nautilus, commanded by captain nemo. adventure, drama, science fiction, kirkdouglas, jamesmason, paullukas, peterlorre, robertj.wilke, richardfleischer"
864,Cool Runnings,"when a jamaican sprinter is disqualified from the olympic games, he enlists the help of a dishonored coach to start the first jamaican bobsled team. comedy, leonrobinson, douge.doug, rawled.lewis, malikyoba, johncandy, jonturteltaub"
24795,Angels in the Outfield,"roger is a foster child whose irresponsible father promises to get his act together when roger's favourite baseball team, the california angels, wins the pennant. the problem is that the angels are in last place, so roger prays for help to turn the team around. sure enough, his prayers are answered in the form of angel al. fantasy, drama, comedy, family, dannyglover, brendafricker, josephgordon-levitt, christopherlloyd, tonydanza, williamdear"
11224,Cinderella,"cinderella has faith her dreams of a better life will come true. with help from her loyal mice friends and a wave of her fairy godmother's wand, cinderella's rags are magically turned into a glorious gown and off she goes to the royal ball. but when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending! family, fantasy, animation, romance, ilenewoods, eleanoraudley, lucillebliss, vernafelton, helenestanley, clydegeronimi,wilfredjackson,hamiltonluske"
81310,Winnie the Pooh and the Blustery Day,"winnie the pooh and his friends experience high winds, heavy rains, and a flood in hundred acre wood. animation, family, music, sterlingholloway, johnfiedler, paulwinchell, halsmith, jonwalmsley, wolfgangreitherman"
15947,The Three Caballeros,"for donald's birthday he receives a box with three gifts inside. the gifts, a movie projector, a pop-up book, and a pinata, each take donald on wild adventures through mexico and south america. animation, family, music, sterlingholloway, clarencenash, joaquingaray, joséoliveira, auroramiranda, williamroberts,clydegeronimi,jackkinney,haroldyoung,normanferguson"
9078,The Sword in the Stone,"wart is a young boy who aspires to be a knight's squire. on a hunting trip he falls in on merlin, a powerful but amnesiac wizard who has plans for him beyond mere squiredom. he starts by trying to give him an education, believing that once one has an education, one can go anywhere. needless to say, it doesn't quite work out that way. animation, family, sebastiancabot, karlswenson, juniusmatthews, normanalden, rickiesorensen, wolfgangreitherman"
29682,So Dear to My Heart,"the tale of jeremiah kincaid and his quest to raise his 'champion' lamb, danny. jeremiah's dream of showing danny at the pike county fair must overcome the obstinate objections of his loving, yet strict, grandmother granny. jeremiah's confidant, uncle hiram, is the boy's steady ally. animation, drama, family, bobbydriscoll, luanapatten, beulahbondi, burlives, harrycarey, haroldd.schuster,hamiltonluske"
